contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_liquidada;valor_pago_processado;valor_pago_nao_processado
9318706;38;2023-12-28 00:00:00;ASSOCIACAO WILSON DE SOUZA LOPES;73.869.877/0001-97;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;86954,0;0,0
9318722;32;2023-12-27 00:00:00;ASSOCIACAO FAZENDA RENASCER;17.515.115/0001-11;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;86953,8;0,0
9318750;3109;2021-12-30 00:00:00;PM ARAGUARI;16.829.640/0001-49;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;1000000,0;0,0;1000000,0
9318812;3116;2021-12-30 00:00:00;PM PRADOS;18.557.538/0001-67;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9318826;119;2021-12-30 00:00:00;FUNDACAO FRANCISCO DE ASSIS;08.818.306/0001-61;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9318875;607;2021-12-30 00:00:00;ASSOCIACAO ACONCHEGO - LAR PARA IDOSOS;30.276.755/0001-84;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9318888;15;2023-12-27 00:00:00;CENTRO DE RESTAURACAO VIDA NOVA;09.219.152/0001-54;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;86891,76;0,0
9321221;33;2023-02-17 00:00:00;ASSOC. DE PROT. E ASSIST. AO CONDENADO DE PIRAPORA;07.677.802/0001-80;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9321243;38;2022-02-14 00:00:00;ASSOC. DE PROT. E ASSIST. AOS CONENADOS DE S. J. DEL REI FEM.;21.325.027/0001-24;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS;0,0;3,0;0,0
9321244;5;2022-02-14 00:00:00;ASSOC. DE PROT. E ASSIST. AO CONDENADO DE CAMPO BELO;07.259.234/0001-05;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS;0,0;3,0;0,0
9323924;2259;2022-02-17 00:00:00;PM RIO NOVO;18.338.244/0001-44;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,0;0,0;0,0
9337393;62;2022-05-19 00:00:00;PM ITUIUTABA;18.457.218/0001-35;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9337473;5235;2022-05-20 00:00:00;PM ITAMBACURI;18.404.855/0001-43;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9341994;115;2022-06-28 00:00:00;PM ITAJUBA;18.025.940/0001-09;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1365000,0;0,0
9341995;118;2022-06-28 00:00:00;PM CURVELO;17.695.024/0001-05;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;0,0;0,0
9342370;5732;2022-06-29 00:00:00;PM DELTA;01.020.881/0001-75;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9342448;4494;2022-11-29 00:00:00;PM SAO BENTO ABADE;17.877.176/0001-29;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;0,0;100000,0;0,0
9342459;185;2022-12-07 00:00:00;PM PEDRA DOURADA;18.114.215/0001-07;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9342461;182;2022-12-07 00:00:00;PM UBA;18.128.207/0001-01;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;1987000,0;0,0
9342462;181;2022-12-07 00:00:00;PM SAO SEBASTIAO DO PARAISO;18.241.349/0001-80;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9342463;183;2022-12-07 00:00:00;PM CACHOEIRA DOURADA;18.457.267/0001-78;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;975000,0;0,0
9342708;28;2022-06-30 00:00:00;PM UBA;18.128.207/0001-01;UEMG;2351;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;290997,62;0,0
9342814;180;2022-12-07 00:00:00;PM SIMONESIA;18.385.120/0001-10;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;1900000,0;0,0
9346297;154;2022-10-14 00:00:00;UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF;21.195.755/0001-69;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;3000000,0;0,0
9346301;33;2023-07-27 00:00:00;UNIVERSIDADE FEDERAL DE OURO PRETO;23.070.659/0001-10;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9346306;120;2022-10-14 00:00:00;UNIVERSIDADE FEDERAL DE OURO PRETO;23.070.659/0001-10;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9346327;133;2022-10-14 00:00:00;UNIVERSIDADE FEDERAL DE VICOSA;25.944.455/0001-96;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;49163167,44;0,0
9362447;148;2022-12-28 00:00:00;PM PASSOS;18.241.745/0001-08;UEMG;2351;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9371211;5929;2022-12-28 00:00:00;PM ARAPORA;23.098.510/0001-49;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9371218;5908;2022-12-28 00:00:00;PM DIVINOPOLIS;18.291.351/0001-64;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;300000,0;0,0;300000,0
9371358;135;2023-04-14 00:00:00;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNO DO NORTE DE MG;10.727.655/0001-10;FUCAM;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9371402;5938;2022-12-28 00:00:00;PM SIMONESIA;18.385.120/0001-10;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;433333,33;0,0
9371408;5934;2022-12-28 00:00:00;PM JOAO PINHEIRO;16.930.299/0001-13;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;500000,0;0,0;500000,0
9371410;5944;2022-12-28 00:00:00;PM JOAO PINHEIRO;16.930.299/0001-13;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;500000,0;0,0;500000,0
9371424;405;2023-02-17 00:00:00;PM MAMONAS;25.212.242/0001-70;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;744200,0;0,0
9371458;408;2023-02-17 00:00:00;PM SANTANA DE PIRAPAMA;18.116.178/0001-68;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;360000,0;0,0
9371486;354;2023-02-03 00:00:00;PM ITABIRITO;18.307.835/0001-54;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;100000,0;0,0
9371907;5964;2022-12-30 00:00:00;PM ENGENHEIRO CALDAS;18.080.655/0001-82;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;866666,66;0,0;433333,33
9371927;403;2023-02-17 00:00:00;PM CAMPO BELO;18.659.334/0001-37;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;1470000,0;0,0
9383256;501;2023-04-11 00:00:00;PM JEQUITAI;18.279.083/0001-65;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;1531498,36;0,0
9389047;2080;2023-06-14 00:00:00;PM NOVA BELEM;01.613.169/0001-80;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;743977,24;0,0;743977,24
9389172;722;2023-06-21 00:00:00;PM GOVERNADOR VALADARES;20.622.890/0001-80;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;2188245,41;0,0
9390147;70;2023-12-28 00:00:00;APAC GUANHAES;17.019.851/0001-89;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9390455;2176;2023-07-21 00:00:00;PM IPIACU;18.457.259/0001-21;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;705752,33;0,0;705752,33
9391214;2200;2023-08-09 00:00:00;PM MIRADOURO;17.947.623/0001-79;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;350000,0;0,0;350000,0
9391215;2201;2023-08-09 00:00:00;PM BOM REPOUSO;18.675.892/0001-96;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9391443;2219;2023-08-18 00:00:00;PM MATHIAS LOBATO;18.332.619/0001-69;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;735553,19;0,0;735553,19
9392905;2230;2023-08-25 00:00:00;PM JEQUITAI;18.279.083/0001-65;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9393321;989;2023-09-21 00:00:00;PM SENADOR AMARAL;41.778.556/0001-90;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;427000,0;0,0
9393322;1118;2023-12-27 00:00:00;PM INGAI;18.244.319/0001-28;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;980000,0;0,0
9393504;2248;2023-09-06 00:00:00;PM JANAUBA;18.017.392/0001-67;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;325000,0;0,0;325000,0
9394892;2283;2023-09-27 00:00:00;PM SAO JOSE DA LAPA;42.774.281/0001-80;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9394940;2284;2023-09-28 00:00:00;PM CACHOEIRA DOURADA;18.457.267/0001-78;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;352876,16;0,0;352876,16
9396439;2425;2023-10-09 00:00:00;PM NOVA MODICA;18.404.939/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9396931;2450;2023-10-26 00:00:00;PM CAMPINA VERDE;18.457.291/0001-07;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;87737,63;0,0;87737,63
9399009;425;2023-12-06 00:00:00;PM PRATAPOLIS;18.241.356/0001-82;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;0,0;99500,0;0,0
9400039;199;2023-12-27 00:00:00;CONSORCIO INTERMUNICIPAL DE SAUDE VERDE - CIS VERDE;02.034.350/0001-02;FES;4291;FUNDO ESTADUAL DE SAUDE;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;75731,17;0,0
9400039;200;2023-12-29 00:00:00;CONSORCIO INTERMUNICIPAL DE SAUDE VERDE - CIS VERDE;02.034.350/0001-02;FES;4291;FUNDO ESTADUAL DE SAUDE;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;820007,58;0,0
9400378;308;2023-12-05 00:00:00;PM POMPEU;18.296.681/0001-42;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;1535190,0;0,0
9400378;345;2023-12-28 00:00:00;PM POMPEU;18.296.681/0001-42;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9400396;2491;2023-11-20 00:00:00;PM GOUVEA;17.754.144/0001-36;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9400476;2502;2023-11-21 00:00:00;PM MATHIAS LOBATO;18.332.619/0001-69;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;130986,0;0,0;130986,0
9401505;444;2023-12-22 00:00:00;PM PAIVA;17.747.965/0001-45;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;330000,0;0,0
9401506;445;2023-12-22 00:00:00;PM PERDIZES;18.140.772/0001-94;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;300000,0;0,0
9401507;467;2023-12-27 00:00:00;PM RIO VERMELHO;18.303.255/0001-99;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;550000,0;0,0
9401655;2506;2023-11-24 00:00:00;PM CAMBUI;18.675.975/0001-85;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;88179,86;0,0;88179,86
9401708;468;2023-12-27 00:00:00;PM CORINTO;17.695.016/0001-69;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;460000,0;0,0
9402012;2034;2023-12-22 00:00:00;PM PERDOES;18.244.343/0001-67;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;504071,19;0,0
9402046;2538;2023-11-29 00:00:00;PM CHACARA;18.338.137/0001-16;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;350000,0;0,0;350000,0
9402056;2546;2023-11-29 00:00:00;PM EWBANK DA CAMARA;17.747.932/0001-03;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;200000,0;0,0;200000,0
9402061;470;2023-12-27 00:00:00;PM AIMORES;18.348.094/0001-50;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;550000,0;0,0
9402355;2552;2023-12-01 00:00:00;PM TOMBOS;18.114.223/0001-45;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;131648,45;0,0;131648,45
9402358;2553;2023-12-01 00:00:00;PM TOMBOS;18.114.223/0001-45;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;131648,45;0,0;131648,45
9402562;315;2023-12-06 00:00:00;PM OURO VERDE DE MINAS;18.404.947/0001-23;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;1734380,56;0,0
9402562;343;2023-12-28 00:00:00;PM OURO VERDE DE MINAS;18.404.947/0001-23;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9402563;324;2023-12-15 00:00:00;PM CAMANDUCAIA;17.935.396/0001-61;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;669273,49;0,0
9402563;339;2023-12-28 00:00:00;PM CAMANDUCAIA;17.935.396/0001-61;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9402564;313;2023-12-06 00:00:00;PM CARAI;18.404.848/0001-41;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;2076465,87;0,0
9402564;341;2023-12-28 00:00:00;PM CARAI;18.404.848/0001-41;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9402841;268;2023-12-13 00:00:00;PM SOBRALIA;18.083.055/0001-78;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADOS AO ESPORTE;0,0;229369,38;0,0
9402842;267;2023-12-13 00:00:00;PM SAO MIGUEL DO ANTA;18.133.926/0001-10;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADOS AO ESPORTE;0,0;229369,38;0,0
9403902;2560;2023-12-11 00:00:00;PM SANTO ANTONIO DO RETIRO;01.612.484/0001-92;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;87736,86;0,0;87736,86
9404098;132;2023-12-26 00:00:00;ASSOCIACAO NAUTICA DE RESPLENDOR;23.554.526/0001-19;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9404111;2559;2023-12-11 00:00:00;PM ITAUNA;18.309.724/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;88180,36;0,0;88180,36
9404351;465;2023-12-27 00:00:00;PM CAJURI;18.132.456/0001-70;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;97;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,0;504215,84;0,0
9404352;485;2023-12-27 00:00:00;PM QUARTEL GERAL;18.296.699/0001-44;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;720000,0;0,0
9404353;474;2023-12-27 00:00:00;PM SANTA BARBARA DO LESTE;66.229.634/0001-29;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;547532,99;0,0
9405695;499;2023-12-28 00:00:00;PM IRAI DE MINAS;18.158.642/0001-89;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;330000,0;0,0
9405698;472;2023-12-27 00:00:00;PM ACUCENA;17.005.216/0001-42;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;492585,34;0,0
9405760;796;2023-12-18 00:00:00;ASSOCIACAO CIRCUITO VERDE TRILHA DOS BANDEIRANTES;05.023.758/0001-69;SECULT;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;0,0;100000,0;0,0
